region,piso,distrito,anio,mes_num,mes_nombre,n_cultivos,produccion_total_piso,t2m,t2m_max,t2m_min,prectotcorr,rh2m,allsky_sfc_sw_dwn,ws2m,ps,gwetroot,ts,t2mdew,qv2m
Piura,bosque_seco,Tambogrande,2020,2,Febrero,2,19785.0,28.59,37.49,22.83,0.62,60.29,18.57,3.67,99.43,0.4,31.3,19.46,14.27
Piura,bosque_seco,Tambogrande,2020,3,Marzo,2,12078.0,28.75,38.19,23.43,0.18,59.81,19.58,3.18,99.5,0.4,31.44,19.36,14.21
Piura,bosque_seco,Tambogrande,2020,4,Abril,2,18327.0,27.94,37.79,20.96,0.15,58.45,19.51,3.41,99.55,0.4,30.18,18.26,13.23
Piura,bosque_seco,Tambogrande,2020,5,Mayo,2,20585.0,26.56,37.73,19.56,0.08,61.62,18.98,3.94,99.56,0.39,28.62,17.77,12.82
Piura,bosque_seco,Tambogrande,2020,6,Junio,2,15221.0,24.11,34.29,17.6,0.16,63.37,19.33,4.16,99.62,0.39,26.02,15.91,11.37
Piura,bosque_seco,Tambogrande,2020,7,Julio,2,7819.0,23.05,32.89,16.17,0.16,61.98,19.52,4.2,99.61,0.4,25.13,14.63,10.46
Piura,bosque_seco,Tambogrande,2020,8,Agosto,2,4933.0,22.44,32.93,15.6,0.02,61.96,22.07,4.26,99.65,0.39,24.8,14.01,10.04
Piura,bosque_seco,Tambogrande,2020,9,Septiembre,2,29454.0,23.15,33.69,16.32,0.11,60.98,23.28,4.3,99.63,0.39,25.83,14.5,10.37
Piura,bosque_seco,Tambogrande,2020,10,Octubre,2,30887.0,24.13,35.15,16.59,0.03,60.68,23.61,4.29,99.54,0.39,27.2,15.34,10.96
Piura,bosque_seco,Tambogrande,2020,11,Noviembre,2,51852.0,23.05,33.04,15.3,0.1,62.74,22.76,3.95,99.66,0.39,25.92,14.73,10.56
Piura,bosque_seco,Tambogrande,2020,12,Diciembre,2,0.0,25.27,34.69,19.65,0.34,64.53,19.58,3.98,99.52,0.4,28.12,17.53,12.61
Piura,bosque_seco,Tambogrande,2021,1,Enero,2,151168.0,26.65,36.18,19.81,0.27,61.87,18.97,3.81,99.41,0.39,29.57,18.11,13.11
Piura,bosque_seco,Tambogrande,2021,2,Febrero,2,61459.0,27.9,37.36,20.75,0.17,57.84,19.25,3.63,99.41,0.39,30.74,17.98,13.03
Piura,bosque_seco,Tambogrande,2021,3,Marzo,2,48301.0,28.01,37.62,21.33,0.91,59.04,19.79,2.95,99.42,0.4,30.36,18.36,13.36
Piura,bosque_seco,Tambogrande,2021,4,Abril,2,17039.0,27.01,37.37,19.98,0.12,57.02,19.3,3.91,99.45,0.39,29.24,16.98,12.21
Piura,bosque_seco,Tambogrande,2021,5,Mayo,2,0.0,24.93,34.9,18.55,0.11,61.22,17.58,4.16,99.61,0.39,26.83,16.15,11.54
Piura,bosque_seco,Tambogrande,2021,6,Junio,2,0.0,24.28,33.54,17.71,0.02,63.42,16.71,4.12,99.68,0.39,26.19,16.13,11.51
Piura,bosque_seco,Tambogrande,2021,7,Julio,2,14203.0,23.85,36.53,17.3,0.02,63.81,18.25,4.31,99.66,0.39,25.87,15.67,11.19
Piura,bosque_seco,Tambogrande,2021,8,Agosto,2,10443.0,23.57,35.98,17.02,0.05,61.9,19.74,4.62,99.69,0.39,25.79,14.98,10.7
Piura,bosque_seco,Tambogrande,2021,9,Septiembre,2,14650.0,23.38,35.0,16.54,0.08,59.78,22.51,4.73,99.67,0.39,25.85,14.32,10.24
Piura,bosque_seco,Tambogrande,2021,10,Octubre,2,25119.0,23.81,34.56,17.6,0.24,59.38,22.34,4.86,99.62,0.39,26.42,14.72,10.52
Piura,bosque_seco,Tambogrande,2021,11,Noviembre,2,42002.0,23.73,33.94,16.62,0.19,60.94,23.23,4.45,99.65,0.39,26.57,14.88,10.65
Piura,bosque_seco,Tambogrande,2021,12,Diciembre,2,51977.0,24.83,34.86,18.33,0.27,62.17,20.38,4.48,99.55,0.39,27.6,16.35,11.7
Piura,bosque_seco,Tambogrande,2022,1,Enero,2,169449.0,26.39,35.96,19.36,0.13,60.69,17.9,4.21,99.56,0.39,29.29,17.39,12.52
Piura,bosque_seco,Tambogrande,2022,2,Febrero,2,51090.0,26.82,36.69,20.71,0.24,57.62,18.05,3.85,99.52,0.39,29.44,16.87,12.14
Piura,bosque_seco,Tambogrande,2022,3,Marzo,2,0.0,27.63,37.36,20.96,0.49,57.43,19.86,3.24,99.47,0.4,30.06,17.67,12.76
Piura,bosque_seco,Tambogrande,2022,4,Abril,2,0.0,25.99,36.07,19.02,0.24,59.53,19.66,4.19,99.47,0.39,28.04,16.73,12.0
Piura,bosque_seco,Tambogrande,2022,5,Mayo,2,29537.0,24.76,34.61,17.79,0.11,60.41,18.12,4.14,99.6,0.39,26.72,15.7,11.22
Piura,bosque_seco,Tambogrande,2022,6,Junio,2,13200.0,23.01,33.99,16.29,0.17,62.76,17.83,4.19,99.68,0.39,24.72,14.66,10.49
Piura,bosque_seco,Tambogrande,2022,7,Julio,2,14749.0,22.73,34.16,16.29,0.11,62.83,18.87,4.44,99.66,0.39,24.69,14.49,10.36
Piura,bosque_seco,Tambogrande,2022,8,Agosto,2,11108.799999999988,22.7,33.59,16.17,0.19,62.36,20.84,4.67,99.66,0.39,24.92,14.24,10.19
Piura,bosque_seco,Tambogrande,2022,9,Septiembre,2,13939.200000000012,22.94,33.92,16.26,0.03,59.83,21.97,4.79,99.67,0.39,25.41,13.85,9.94
Piura,bosque_seco,Tambogrande,2022,10,Octubre,2,24950.0,23.03,33.72,15.09,0.06,57.75,23.38,4.64,99.68,0.39,25.89,13.23,9.56
Piura,bosque_seco,Tambogrande,2022,11,Noviembre,2,39665.5,24.15,34.14,15.54,0.04,58.57,23.07,4.25,99.63,0.39,27.25,14.54,10.42
Piura,bosque_seco,Tambogrande,2022,12,Diciembre,2,148350.0,25.47,35.01,17.78,0.12,62.04,20.06,4.35,99.55,0.39,28.33,16.9,12.15
Piura,bosque_seco,Tambogrande,2023,1,Enero,2,189906.0,26.75,36.5,19.72,0.19,58.31,19.56,3.74,99.56,0.39,29.47,16.97,12.23
Piura,bosque_seco,Tambogrande,2023,2,Febrero,2,60763.0,28.32,37.67,22.66,0.39,59.84,16.59,3.45,99.39,0.39,30.93,19.01,13.9
Piura,bosque_seco,Tambogrande,2023,3,Marzo,2,33350.0,27.77,38.39,22.07,5.27,69.04,17.13,2.66,99.46,0.45,29.47,20.79,15.57
Piura,bosque_seco,Tambogrande,2023,4,Abril,2,22044.0,26.71,33.85,21.53,7.36,78.75,16.45,1.99,99.38,0.57,27.47,22.37,17.12
Piura,bosque_seco,Tambogrande,2023,5,Mayo,2,16508.0,27.2,36.79,21.41,0.35,69.51,14.21,3.48,99.43,0.5,28.44,20.53,15.26
Piura,bosque_seco,Tambogrande,2023,6,Junio,2,11893.0,26.31,35.34,20.53,0.07,68.26,13.53,3.84,99.5,0.47,27.82,19.28,14.1
Piura,bosque_seco,Tambogrande,2023,7,Julio,2,13320.0,26.15,38.61,20.31,0.01,66.5,15.34,4.17,99.53,0.45,27.91,18.61,13.52
Piura,bosque_seco,Tambogrande,2023,8,Agosto,2,8710.0,26.08,36.1,19.83,0.02,64.36,16.24,4.23,99.54,0.44,28.27,18.01,13.02
Piura,bosque_seco,Tambogrande,2023,9,Septiembre,2,9454.0,26.03,35.44,19.36,0.02,62.3,20.74,4.68,99.47,0.43,28.54,17.46,12.57
Piura,bosque_seco,Tambogrande,2023,10,Octubre,2,17873.0,26.51,35.99,20.31,0.1,60.09,19.32,4.69,99.52,0.42,29.21,17.36,12.48
Piura,bosque_seco,Tambogrande,2023,11,Noviembre,2,24812.0,25.94,35.16,18.18,0.09,61.23,21.05,4.73,99.47,0.42,28.64,17.13,12.31
Piura,bosque_seco,Tambogrande,2023,12,Diciembre,2,41153.0,26.84,36.74,20.74,0.53,62.1,19.08,4.64,99.42,0.41,29.56,18.28,13.24
Piura,bosque_seco,Tambogrande,2024,1,Enero,2,44000.0,28.33,37.87,22.1,0.19,62.83,15.85,4.68,99.42,0.42,31.09,19.87,14.65
Piura,bosque_seco,Tambogrande,2024,2,Febrero,2,43408.0,28.85,38.72,23.33,4.39,67.36,16.46,3.63,99.42,0.45,30.92,21.53,16.27
Piura,bosque_seco,Tambogrande,2024,3,Marzo,2,29050.0,29.19,38.32,21.91,0.08,59.07,18.76,3.76,99.43,0.43,31.46,19.54,14.37
Piura,bosque_seco,Tambogrande,2024,4,Abril,2,27505.0,28.0,37.8,21.64,0.16,60.05,18.28,3.92,99.47,0.42,29.99,18.79,13.68
Piura,bosque_seco,Tambogrande,2024,5,Mayo,2,19008.0,25.95,36.27,18.76,0.06,60.21,18.86,4.55,99.48,0.42,27.81,16.87,12.11
Piura,bosque_seco,Tambogrande,2024,6,Junio,2,15000.0,24.5,34.2,18.1,0.08,62.03,18.21,4.1,99.62,0.41,26.3,15.93,11.39
Piura,bosque_seco,Tambogrande,2024,7,Julio,2,14340.0,23.72,34.27,17.24,0.03,62.64,19.62,4.39,99.6,0.41,25.65,15.27,10.92
Piura,bosque_seco,Tambogrande,2024,8,Agosto,2,11560.0,23.6,34.63,16.76,0.03,61.26,20.84,4.51,99.68,0.41,25.81,14.85,10.61
Piura,bosque_seco,Tambogrande,2024,9,Septiembre,2,23995.0,23.47,34.48,16.67,0.09,61.82,20.63,4.54,99.55,0.4,25.8,14.97,10.7
Piura,bosque_seco,Tambogrande,2024,10,Octubre,2,39588.0,24.92,34.94,18.3,0.09,59.28,23.11,4.6,99.6,0.4,27.75,15.71,11.21
Piura,bosque_seco,Tambogrande,2024,11,Noviembre,2,76500.0,24.53,34.62,17.09,0.02,60.91,22.07,4.16,99.64,0.4,27.65,15.5,11.1
Piura,bosque_seco,Tambogrande,2024,12,Diciembre,2,145709.0,25.89,34.84,19.8,0.21,62.36,19.47,4.64,99.53,0.4,28.67,17.38,12.5
Piura,bosque_seco,Tambogrande,2025,1,Enero,2,186118.0,26.81,36.55,20.4,0.28,62.44,18.88,4.23,99.56,0.4,29.5,18.24,13.21
Piura,bosque_seco,Tambogrande,2025,2,Febrero,2,53195.0,27.92,37.18,22.27,1.62,63.31,15.91,3.38,99.45,0.41,30.43,19.59,14.42
Piura,bosque_seco,Tambogrande,2025,3,Marzo,2,28493.0,28.65,37.72,22.29,1.6,59.92,18.77,3.0,99.47,0.41,30.86,19.22,14.11
Piura,bosque_seco,Tambogrande,2025,4,Abril,2,23350.0,27.5,37.45,20.74,0.23,59.44,19.53,3.69,99.45,0.42,29.53,18.1,13.11
Piura,bosque_seco,Tambogrande,2025,5,Mayo,2,19505.0,26.16,35.53,19.71,0.07,61.86,18.13,4.1,99.53,0.41,28.01,17.51,12.6
Piura,bosque_seco,Tambogrande,2025,6,Junio,2,2484.0,24.17,34.24,17.75,4.32,69.31,14.21,4.08,99.62,0.46,25.62,17.51,12.6
Piura,bosque_seco,Tambogrande,2025,7,Julio,2,14006.0,23.81,35.61,17.75,0.01,66.09,19.03,4.18,99.63,0.43,25.61,16.24,11.61
Piura,bosque_seco,Tambogrande,2025,8,Agosto,2,16500.0,23.8,35.09,17.16,0.01,62.96,19.71,4.59,99.67,0.42,25.95,15.48,11.05
Piura,bosque_seco,Tambogrande,2025,9,Septiembre,2,21132.0,24.07,34.21,17.12,0.01,60.97,22.92,4.7,99.65,0.42,26.61,15.26,10.89
Piura,bosque_seco,Tambogrande,2025,10,Octubre,2,33581.0,24.63,34.74,17.75,0.04,60.35,21.83,4.6,99.59,0.41,27.35,15.73,11.24
Piura,bosque_seco,Tambogrande,2025,11,Noviembre,2,53709.0,25.01,34.54,18.44,0.32,61.24,21.33,4.54,99.54,0.41,27.82,16.3,11.66
Piura,bosque_seco,Tambogrande,2025,12,Diciembre,2,120799.0,25.21,35.15,17.3,0.02,60.21,21.33,4.31,99.56,0.41,28.21,15.88,11.39
Piura,sierra,Canchaque,2020,1,Enero,27,4915.0,19.95,29.88,11.85,0.85,69.96,17.16,2.16,83.16,0.46,22.0,13.4,11.65
Piura,sierra,Canchaque,2020,2,Febrero,27,2145.0,20.27,30.09,14.68,1.48,73.15,14.83,1.43,83.15,0.46,22.13,14.61,12.56
Piura,sierra,Canchaque,2020,3,Marzo,27,2383.0,20.01,29.27,14.05,0.25,72.66,15.73,1.38,83.19,0.46,21.96,14.21,12.26
Piura,sierra,Canchaque,2020,4,Abril,27,1814.0,20.16,29.06,14.07,0.68,70.0,15.7,1.4,83.23,0.45,21.92,13.78,11.9
Piura,sierra,Canchaque,2020,5,Mayo,27,5842.0,20.35,30.18,14.34,0.4,67.56,15.31,1.86,83.23,0.45,21.9,13.34,11.56
Piura,sierra,Canchaque,2020,6,Junio,27,12567.0,19.6,28.97,13.35,0.65,67.13,16.58,1.89,83.2,0.45,21.08,12.49,10.94
Piura,sierra,Canchaque,2020,7,Julio,27,15820.0,19.22,28.4,12.78,1.17,69.27,16.02,1.95,83.15,0.47,20.54,12.73,11.11
Piura,sierra,Canchaque,2020,8,Agosto,27,17088.0,20.23,29.55,13.01,0.1,62.94,18.9,1.9,83.15,0.45,22.05,12.01,10.63
Piura,sierra,Canchaque,2020,9,Septiembre,27,9556.0,20.26,30.14,13.97,0.61,65.08,18.28,1.76,83.13,0.45,22.12,12.69,11.09
Piura,sierra,Canchaque,2020,10,Octubre,27,4833.0,20.63,30.05,13.41,0.25,62.43,19.66,1.99,83.09,0.45,22.78,12.2,10.81
Piura,sierra,Canchaque,2020,11,Noviembre,27,2250.0,19.53,30.41,9.2,0.7,60.36,19.95,1.27,83.13,0.45,21.36,10.44,9.82
Piura,sierra,Canchaque,2020,12,Diciembre,27,0.0,18.92,28.36,11.56,1.07,75.05,15.52,1.23,83.09,0.47,20.51,13.76,11.92
Piura,sierra,Canchaque,2021,1,Enero,27,3358.0,18.96,28.66,13.23,1.13,74.39,14.34,1.23,83.04,0.46,20.68,13.7,11.86
Piura,sierra,Canchaque,2021,2,Febrero,27,1242.0,19.74,28.85,12.46,0.9,70.46,16.38,1.42,83.09,0.46,21.71,13.41,11.66
Piura,sierra,Canchaque,2021,3,Marzo,27,2137.0,18.62,27.96,12.02,2.95,75.44,15.13,1.22,83.13,0.5,19.99,13.61,11.78
Piura,sierra,Canchaque,2021,4,Abril,27,2585.0,19.56,28.99,13.68,0.64,72.2,15.9,1.14,83.11,0.47,20.98,13.76,11.89
Piura,sierra,Canchaque,2021,5,Mayo,27,0.0,19.69,28.7,14.0,0.33,68.74,15.12,1.63,83.2,0.46,21.07,13.04,11.34
Piura,sierra,Canchaque,2021,6,Junio,27,0.0,19.35,28.44,13.45,0.17,66.9,13.53,1.76,83.24,0.45,20.77,12.22,10.75
Piura,sierra,Canchaque,2021,7,Julio,27,16728.0,19.39,28.81,12.74,0.11,63.59,16.03,2.76,83.24,0.45,20.86,11.39,10.19
Piura,sierra,Canchaque,2021,8,Agosto,27,18409.0,20.04,29.64,13.26,0.29,62.67,16.53,2.07,83.22,0.45,21.77,11.8,10.46
Piura,sierra,Canchaque,2021,9,Septiembre,27,17161.0,20.18,29.19,13.95,0.51,63.22,18.56,2.07,83.18,0.45,21.99,12.2,10.73
Piura,sierra,Canchaque,2021,10,Octubre,27,5044.0,20.15,31.19,14.58,1.24,68.35,18.7,1.11,83.13,0.46,21.76,13.48,11.67
Piura,sierra,Canchaque,2021,11,Noviembre,27,3717.0,19.03,28.87,12.16,1.21,67.28,18.77,1.0,83.13,0.46,20.72,11.95,10.65
Piura,sierra,Canchaque,2021,12,Diciembre,27,6179.0,19.04,28.97,12.09,1.74,72.37,17.02,1.29,83.09,0.48,20.69,13.26,11.53
Piura,sierra,Canchaque,2022,1,Enero,27,1575.0,19.06,29.42,11.06,0.71,69.47,16.24,1.56,83.14,0.46,21.13,12.4,10.94
Piura,sierra,Canchaque,2022,2,Febrero,27,3128.0,18.57,29.02,11.82,1.49,73.69,13.98,1.09,83.11,0.47,20.3,13.08,11.41
Piura,sierra,Canchaque,2022,3,Marzo,27,0.0,18.52,27.38,12.68,2.19,76.4,16.32,1.1,83.14,0.49,19.91,13.75,11.88
Piura,sierra,Canchaque,2022,4,Abril,27,0.0,19.18,27.92,13.33,1.25,74.83,15.23,1.31,83.1,0.49,20.44,14.05,12.11
Piura,sierra,Canchaque,2022,5,Mayo,27,3117.0,19.72,28.81,13.8,0.42,68.46,15.76,1.58,83.19,0.47,21.18,13.02,11.34
Piura,sierra,Canchaque,2022,6,Junio,27,6233.0,18.57,27.67,12.31,0.8,68.71,16.02,1.6,83.19,0.46,19.76,11.97,10.59
Piura,sierra,Canchaque,2022,7,Julio,27,10440.5,19.3,28.29,12.9,0.75,68.64,15.05,2.02,83.17,0.47,20.62,12.64,11.05
Piura,sierra,Canchaque,2022,8,Agosto,27,10600.0,19.69,28.76,11.6,0.41,62.96,16.48,2.24,83.17,0.46,21.4,11.5,10.27
Piura,sierra,Canchaque,2022,9,Septiembre,27,27758.5,20.52,29.81,14.18,0.37,61.05,18.95,1.53,83.16,0.45,22.47,11.82,10.48
Piura,sierra,Canchaque,2022,10,Octubre,27,4915.0,19.98,30.95,10.66,0.37,59.19,20.23,1.56,83.16,0.45,21.99,10.62,9.85
Piura,sierra,Canchaque,2022,11,Noviembre,27,3615.0,19.95,29.77,10.85,0.31,59.05,20.05,1.6,83.14,0.45,22.25,10.57,9.77
Piura,sierra,Canchaque,2022,12,Diciembre,27,4566.0,19.04,29.64,9.94,0.58,68.38,16.72,1.35,83.1,0.45,21.1,12.1,10.77
Piura,sierra,Canchaque,2023,1,Enero,27,4622.0,18.6,28.19,11.75,1.7,70.67,16.07,1.15,83.17,0.47,20.33,12.38,10.92
Piura,sierra,Canchaque,2023,2,Febrero,27,2855.4,19.55,28.06,13.66,0.96,73.19,12.61,1.21,83.1,0.47,21.34,13.96,12.05
Piura,sierra,Canchaque,2023,3,Marzo,27,2710.0,19.14,28.68,13.16,4.48,78.04,15.88,1.55,83.18,0.52,20.54,14.59,12.57
Piura,sierra,Canchaque,2023,4,Abril,27,2462.161,18.94,26.65,13.59,4.09,81.2,14.11,1.09,83.14,0.57,19.85,15.19,13.06
Piura,sierra,Canchaque,2023,5,Mayo,27,3471.9999999999995,20.1,28.51,13.6,0.48,74.46,13.36,1.55,83.19,0.51,21.25,14.74,12.66
Piura,sierra,Canchaque,2023,6,Junio,27,6841.339,19.7,28.06,14.29,0.14,70.46,12.94,2.4,83.21,0.49,20.88,13.44,11.63
Piura,sierra,Canchaque,2023,7,Julio,27,17016.0,20.32,29.42,14.04,0.05,67.64,13.94,2.37,83.22,0.47,21.64,13.32,11.54
Piura,sierra,Canchaque,2023,8,Agosto,27,23479.0,20.76,30.5,13.83,0.13,63.81,15.86,2.01,83.2,0.46,22.45,12.74,11.12
Piura,sierra,Canchaque,2023,9,Septiembre,27,9719.0,21.75,31.55,15.0,0.17,60.27,18.4,1.96,83.14,0.45,23.83,12.71,11.12
Piura,sierra,Canchaque,2023,10,Octubre,27,5135.0,21.04,31.74,14.06,0.51,65.13,17.18,1.47,83.16,0.45,22.99,13.44,11.64
Piura,sierra,Canchaque,2023,11,Noviembre,27,4175.0,20.85,30.86,12.64,0.55,65.48,18.03,1.46,83.1,0.45,22.86,13.2,11.53
Piura,sierra,Canchaque,2023,12,Diciembre,27,5702.0,20.53,30.69,13.57,1.91,72.29,14.82,1.22,83.09,0.47,22.29,14.68,12.63
Piura,sierra,Canchaque,2024,1,Enero,27,2507.0,20.8,30.94,14.58,0.71,72.66,13.11,1.4,83.15,0.47,22.59,15.0,12.89
Piura,sierra,Canchaque,2024,2,Febrero,27,3048.0,20.8,30.48,14.47,1.7,74.24,14.55,1.76,83.19,0.47,22.61,15.32,13.16
Piura,sierra,Canchaque,2024,3,Marzo,27,3285.0,21.12,31.14,12.34,0.47,69.37,15.44,1.48,83.2,0.47,22.92,14.42,12.49
Piura,sierra,Canchaque,2024,4,Abril,27,2447.0,20.67,30.83,14.93,0.57,71.11,14.45,1.02,83.17,0.46,22.26,14.59,12.54
Piura,sierra,Canchaque,2024,5,Mayo,27,5479.0,21.6,30.21,15.61,0.44,65.98,15.78,1.66,83.16,0.45,23.17,14.2,12.23
Piura,sierra,Canchaque,2024,6,Junio,27,17581.0,20.36,29.56,14.32,0.66,66.23,15.7,1.72,83.22,0.45,21.75,13.06,11.36
Piura,sierra,Canchaque,2024,7,Julio,27,13764.0,20.34,29.05,13.44,0.26,63.15,16.54,2.92,83.22,0.45,21.8,12.29,10.8
Piura,sierra,Canchaque,2024,8,Agosto,27,24083.0,20.9,29.42,13.89,0.23,60.73,17.74,2.08,83.24,0.45,22.63,12.11,10.68
Piura,sierra,Canchaque,2024,9,Septiembre,27,10070.0,21.63,31.69,15.36,0.47,61.05,16.42,2.11,83.13,0.45,23.44,12.88,11.25
Piura,sierra,Canchaque,2024,10,Octubre,27,5239.0,20.97,30.63,14.12,0.76,64.36,19.15,1.5,83.17,0.46,22.94,13.16,11.45
Piura,sierra,Canchaque,2024,11,Noviembre,27,3142.0,19.81,30.35,10.79,0.21,56.88,19.69,1.64,83.15,0.45,22.0,9.58,9.24
Piura,sierra,Canchaque,2024,12,Diciembre,27,4440.0,20.01,31.72,13.18,0.9,69.22,15.08,1.25,83.11,0.45,22.12,13.34,11.61
Piura,sierra,Canchaque,2025,1,Enero,27,1192.0,19.17,28.87,12.73,1.32,72.46,14.99,1.27,83.18,0.47,20.97,13.3,11.57
Piura,sierra,Canchaque,2025,2,Febrero,27,2439.0,19.28,27.7,13.88,2.48,76.66,13.76,1.2,83.13,0.48,20.96,14.48,12.46
Piura,sierra,Canchaque,2025,3,Marzo,27,1443.0,19.4,28.19,12.88,2.98,74.95,15.38,1.19,83.2,0.49,20.8,14.18,12.24
Piura,sierra,Canchaque,2025,4,Abril,27,1898.0,19.56,28.42,14.24,1.11,75.55,15.29,1.02,83.15,0.5,20.75,14.56,12.51
Piura,sierra,Canchaque,2025,5,Mayo,27,4979.0,19.94,28.22,14.08,0.28,70.0,14.25,1.81,83.19,0.47,21.31,13.59,11.75
Piura,sierra,Canchaque,2025,6,Junio,27,7843.0,18.88,27.74,13.36,3.45,74.75,12.97,1.94,83.22,0.52,19.8,13.69,11.81
Piura,sierra,Canchaque,2025,7,Julio,27,12902.0,19.31,27.8,12.62,0.08,66.79,16.38,3.09,83.24,0.48,20.53,12.18,10.72
Piura,sierra,Canchaque,2025,8,Agosto,27,26060.0,20.08,29.4,13.75,0.08,64.31,16.88,2.14,83.22,0.46,21.69,12.27,10.78
Piura,sierra,Canchaque,2025,9,Septiembre,27,13605.0,20.65,29.61,14.63,0.09,63.23,16.56,2.02,83.19,0.45,22.5,12.62,11.03
Piura,sierra,Canchaque,2025,10,Octubre,27,3832.0,20.03,29.35,13.6,1.12,67.96,18.61,1.18,83.14,0.46,21.74,13.23,11.5
Piura,sierra,Canchaque,2025,11,Noviembre,27,3564.0,19.74,28.67,12.4,1.64,72.48,17.01,0.94,83.1,0.48,21.32,14.01,12.09
Piura,sierra,Canchaque,2025,12,Diciembre,27,7208.0,19.24,29.44,10.82,0.14,61.21,17.01,1.7,83.1,0.46,21.16,10.08,9.64
Piura,valle_chira,Sullana,2020,1,Enero,6,95178.577,27.69,37.05,21.69,0.23,60.32,20.27,4.08,99.49,0.4,30.65,18.53,13.47
Piura,valle_chira,Sullana,2020,2,Febrero,6,40240.119999999995,28.59,37.49,22.83,0.62,60.29,18.57,3.67,99.43,0.4,31.3,19.46,14.27
Piura,valle_chira,Sullana,2020,3,Marzo,6,55953.347999999896,28.75,38.19,23.43,0.18,59.81,19.58,3.18,99.5,0.4,31.44,19.36,14.21
Piura,valle_chira,Sullana,2020,4,Abril,6,34394.0,27.94,37.79,20.96,0.15,58.45,19.51,3.41,99.55,0.4,30.18,18.26,13.23
Piura,valle_chira,Sullana,2020,5,Mayo,6,62936.0,26.56,37.73,19.56,0.08,61.62,18.98,3.94,99.56,0.39,28.62,17.77,12.82
Piura,valle_chira,Sullana,2020,6,Junio,6,234526.0,24.11,34.29,17.6,0.16,63.37,19.33,4.16,99.62,0.39,26.02,15.91,11.37
Piura,valle_chira,Sullana,2020,7,Julio,6,136281.00000000003,23.05,32.89,16.17,0.16,61.98,19.52,4.2,99.61,0.4,25.13,14.63,10.46
Piura,valle_chira,Sullana,2020,8,Agosto,6,55400.0,22.44,32.93,15.6,0.02,61.96,22.07,4.26,99.65,0.39,24.8,14.01,10.04
Piura,valle_chira,Sullana,2020,9,Septiembre,6,33699.0,23.15,33.69,16.32,0.11,60.98,23.28,4.3,99.63,0.39,25.83,14.5,10.37
Piura,valle_chira,Sullana,2020,10,Octubre,6,48971.73999999999,24.13,35.15,16.59,0.03,60.68,23.61,4.29,99.54,0.39,27.2,15.34,10.96
Piura,valle_chira,Sullana,2020,11,Noviembre,6,77007.37900000002,23.05,33.04,15.3,0.1,62.74,22.76,3.95,99.66,0.39,25.92,14.73,10.56
Piura,valle_chira,Sullana,2020,12,Diciembre,6,0.0,25.27,34.69,19.65,0.34,64.53,19.58,3.98,99.52,0.4,28.12,17.53,12.61
Piura,valle_chira,Sullana,2021,1,Enero,6,123236.73999999999,26.65,36.18,19.81,0.27,61.87,18.97,3.81,99.41,0.39,29.57,18.11,13.11
Piura,valle_chira,Sullana,2021,2,Febrero,6,40755.33000000001,27.9,37.36,20.75,0.17,57.84,19.25,3.63,99.41,0.39,30.74,17.98,13.03
Piura,valle_chira,Sullana,2021,3,Marzo,6,11241.570000000009,28.01,37.62,21.33,0.91,59.04,19.79,2.95,99.42,0.4,30.36,18.36,13.36
Piura,valle_chira,Sullana,2021,4,Abril,6,38731.850000000006,27.01,37.37,19.98,0.12,57.02,19.3,3.91,99.45,0.39,29.24,16.98,12.21
Piura,valle_chira,Sullana,2021,5,Mayo,6,0.0,24.93,34.9,18.55,0.11,61.22,17.58,4.16,99.61,0.39,26.83,16.15,11.54
Piura,valle_chira,Sullana,2021,6,Junio,6,0.0,24.28,33.54,17.71,0.02,63.42,16.71,4.12,99.68,0.39,26.19,16.13,11.51
Piura,valle_chira,Sullana,2021,7,Julio,6,231866.2,23.85,36.53,17.3,0.02,63.81,18.25,4.31,99.66,0.39,25.87,15.67,11.19
Piura,valle_chira,Sullana,2021,8,Agosto,6,35072.619999999995,23.57,35.98,17.02,0.05,61.9,19.74,4.62,99.69,0.39,25.79,14.98,10.7
Piura,valle_chira,Sullana,2021,9,Septiembre,6,32925.26999999999,23.38,35.0,16.54,0.08,59.78,22.51,4.73,99.67,0.39,25.85,14.32,10.24
Piura,valle_chira,Sullana,2021,10,Octubre,6,35016.17000000001,23.81,34.56,17.6,0.24,59.38,22.34,4.86,99.62,0.39,26.42,14.72,10.52
Piura,valle_chira,Sullana,2021,11,Noviembre,6,53587.40399999998,23.73,33.94,16.62,0.19,60.94,23.23,4.45,99.65,0.39,26.57,14.88,10.65
Piura,valle_chira,Sullana,2021,12,Diciembre,6,198363.017,24.83,34.86,18.33,0.27,62.17,20.38,4.48,99.55,0.39,27.6,16.35,11.7
Piura,valle_chira,Sullana,2022,1,Enero,6,73306.514,26.39,35.96,19.36,0.13,60.69,17.9,4.21,99.56,0.39,29.29,17.39,12.52
Piura,valle_chira,Sullana,2022,2,Febrero,6,38308.568,26.82,36.69,20.71,0.24,57.62,18.05,3.85,99.52,0.39,29.44,16.87,12.14
Piura,valle_chira,Sullana,2022,3,Marzo,6,0.0,27.63,37.36,20.96,0.49,57.43,19.86,3.24,99.47,0.4,30.06,17.67,12.76
Piura,valle_chira,Sullana,2022,4,Abril,6,0.0,25.99,36.07,19.02,0.24,59.53,19.66,4.19,99.47,0.39,28.04,16.73,12.0
